,community,FELONY,MISDEMEANOR,VIOLATION,labels
0,401,0.0126408484045,0.0254426664142,0.00639617460468,0
1,402,0.0110171033479,0.0229712518195,0.0075327510917,0
2,403,0.0139872133804,0.0250941845129,0.00695516403187,0
3,404,0.00941887967426,0.0206101613724,0.00411364929194,1
4,405,0.00939660420346,0.0197696355275,0.00581034410015,1
5,406,0.00623453223762,0.0161597695896,0.00332853311718,1
6,407,0.00858194211202,0.0187609075044,0.00568425038691,1
7,409,0.00850940624823,0.0185865205356,0.00594599175188,1
8,410,0.0125005892798,0.0238147618524,0.00708707198642,0
